chart,family,bucket,x_name,shape,E,tokens,N,backend,math,us,bytes,gbps,peak_gbps
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,16384,2048,triton,standard,94.87468000000011,268435456,2829.368763088315,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,16384,2048,cutedsl,standard,123.45548000000008,419430400,3397.4222934453755,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,16384,2048,triton,standard,204.77613999999997,419430400,2048.2386278010713,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,16384,2048,te,fast,49.70250000000004,268435456,5400.844142648756,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,16384,2048,te,fast,63.582200000000014,419430400,6596.663846170782,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,16384,2048,cutedsl,fast,43.87780000000012,268435456,6117.796607851789,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,16384,2048,triton,fast,94.80460000000018,268435456,2831.460245599892,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,16384,2048,cutedsl,fast,87.85225999999994,419430400,4774.269893569047,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,16384,2048,triton,fast,156.98695999999998,419430400,2671.7531188577705,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,32768,2048,te,standard,86.3177399999999,536870912,6219.705381535716,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,32768,2048,te,standard,142.67763999999997,838860800,5879.413200274409,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,32768,2048,cutedsl,standard,78.36363999999992,536870912,6851.020600880722,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,32768,2048,triton,standard,177.52748000000008,536870912,3024.156665773658,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,32768,2048,cutedsl,standard,235.0200799999999,838860800,3569.3154389190927,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,32768,2048,triton,standard,403.61316000000005,838860800,2078.3782174000467,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,32768,2048,te,fast,86.70792000000004,536870912,6191.7171118855085,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,32768,2048,te,fast,124.74512000000003,838860800,6724.5981245599005,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,32768,2048,cutedsl,fast,78.50885999999993,536870912,6838.348079439703,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,32768,2048,triton,fast,177.0714799999999,536870912,3031.9445683743106,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,32768,2048,cutedsl,fast,161.25382000000013,838860800,5202.114281695772,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,32768,2048,triton,fast,309.1297000000001,838860800,2713.620852347735,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,65536,2048,te,standard,154.6808400000001,1073741824,6941.660156487379,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,65536,2048,te,standard,273.7102799999997,1677721600,6129.552751909799,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,65536,2048,cutedsl,standard,146.38721999999996,1073741824,7334.9423808991005,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,65536,2048,triton,standard,341.4347399999999,1073741824,3144.7937137269637,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,65536,2048,cutedsl,standard,454.15310000000005,1677721600,3694.176259063298,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,65536,2048,triton,standard,802.3597199999999,1677721600,2090.9843280766886,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,65536,2048,te,fast,155.84729999999996,1073741824,6889.704370880986,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,65536,2048,te,fast,248.90222000000003,1677721600,6740.4846770751965,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,65536,2048,cutedsl,fast,146.39076000000009,1073741824,7334.765008392602,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,65536,2048,triton,fast,341.3256199999997,1073741824,3145.7990876864187,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,65536,2048,cutedsl,fast,306.44039999999995,1677721600,5474.870806851838,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,65536,2048,triton,fast,613.3861,1677721600,2735.1803374742267,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,131072,2048,te,standard,291.90588000000014,2147483648,7356.7673525452765,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,131072,2048,te,standard,534.38446,3355443200,6279.080795126415,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,131072,2048,cutedsl,standard,284.27624000000003,2147483648,7554.2143374346015,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,131072,2048,triton,standard,668.3932800000007,2147483648,3212.9043068775286,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,131072,2048,cutedsl,standard,893.7544799999997,3355443200,3754.3232230847125,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,131072,2048,triton,standard,1599.46758,3355443200,2097.850085839189,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,131072,2048,te,fast,293.18353999999977,2147483648,7324.707410245479,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,131072,2048,te,fast,498.8219000000001,3355443200,6726.735935210541,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,131072,2048,cutedsl,fast,284.1622799999999,2147483648,7557.243867834961,7928.1
grouped_amax,grouped,amax,tokens/expert,down (w2) input,4,131072,2048,triton,fast,671.3993800000003,2147483648,3198.5189619924868,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,131072,2048,cutedsl,fast,596.4734400000001,3355443200,5625.469593415592,7928.1
grouped_quantize_1d,grouped,quantize,tokens/expert,down (w2) input,4,131072,2048,triton,fast,1221.7434200000002,3355443200,2746.438527984869,7928.1
